Country ISO3,Country Name,Indicator Id,Indicator,Subindicator Type,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
NOR,Norway,28163,Global Gender Gap Health and Survival Subindex,Index,0.9749,0.9787,0.9787,0.9787,0.9697,0.9697,0.9697,0.9697,0.9695,0.9740000000000001,0.9740000000000001,0.973,0.972,0.972,0.9790000000000001
NPL,Nepal,27959,Overall Global Gender Gap Index,Index,0.5477,0.5575,0.5942,0.6213,0.6084,0.5888,0.6026,0.6053,0.6458,0.6579999999999999,0.6609999999999999,0.664,0.6709999999999999,0.68,0.6829999999999999
NPL,Nepal,27961,Global Gender Gap Political Empowerment subindex,Index,0.0392,0.0845,0.2144,0.2157,0.1743,0.1745,0.1989,0.1989,0.1756,0.16899999999999998,0.175,0.155,0.185,0.22699999999999998,0.24100000000000002
NPL,Nepal,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.4654,0.4568,0.4618,0.4978,0.5174,0.4606,0.4874,0.5151,0.547,0.575,0.578,0.599,0.608,0.632,0.63
NPL,Nepal,28161,Global Gender Gap Educational Attainment Subindex,Index,0.7336,0.7336,0.7454,0.8164,0.7806,0.7589,0.7632,0.7462,0.8889,0.917,0.9179999999999999,0.9359999999999999,0.9259999999999999,0.895,0.895
NPL,Nepal,28163,Global Gender Gap Health and Survival Subindex,Index,0.9531,0.9553,0.9553,0.9553,0.9612,0.9612,0.9612,0.9612,0.9717,0.972,0.972,0.9690000000000001,0.966,0.966,0.98
NZL,New Zealand,27959,Overall Global Gender Gap Index,Index,0.7509,0.7649,0.7859,0.7879999999999999,0.7808,0.7809999999999999,0.7805,0.7799,0.7772,0.782,0.7809999999999999,0.7909999999999999,0.8009999999999999,0.799,0.84
NZL,New Zealand,27961,Global Gender Gap Political Empowerment subindex,Index,0.3173,0.3307,0.3899,0.3934,0.3792,0.3797,0.3703,0.3703,0.3872,0.39,0.39,0.43,0.47200000000000003,0.474,0.63
NZL,New Zealand,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.7139,0.7552,0.7792,0.7842,0.7743,0.7747,0.7822,0.7797,0.7517,0.768,0.765,0.768,0.7609999999999999,0.753,0.763
NZL,New Zealand,28161,Global Gender Gap Educational Attainment Subindex,Index,0.9992,0.9992,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9990000000000001,0.998,1.0,1.0,1.0
NZL,New Zealand,28163,Global Gender Gap Health and Survival Subindex,Index,0.9731,0.9745,0.9745,0.9745,0.9697,0.9697,0.9697,0.9697,0.9698,0.97,0.97,0.9690000000000001,0.97,0.97,0.9640000000000001
PAK,Pakistan,27959,Overall Global Gender Gap Index,Index,0.5433,0.5509,0.5549,0.5458,0.5465,0.5583,0.5478,0.5459,0.5522,0.5589999999999999,0.556,0.546,0.55,0.564,0.556
PAK,Pakistan,27961,Global Gender Gap Political Empowerment subindex,Index,0.1477,0.1477,0.1465,0.1465,0.1545,0.1547,0.1636,0.1487,0.1273,0.127,0.127,0.127,0.127,0.159,0.154
PAK,Pakistan,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.3687,0.3725,0.3724,0.3403,0.3059,0.3446,0.3103,0.3108,0.3094,0.33,0.32,0.309,0.318,0.327,0.316
PAK,Pakistan,28161,Global Gender Gap Educational Attainment Subindex,Index,0.7064,0.7336,0.7509,0.7467,0.7698,0.7782,0.7616,0.7685,0.8054,0.813,0.8109999999999999,0.802,0.81,0.823,0.8109999999999999
PAK,Pakistan,28163,Global Gender Gap Health and Survival Subindex,Index,0.9506,0.9498,0.9498,0.9498,0.9557,0.9557,0.9557,0.9557,0.9666,0.9670000000000001,0.9670000000000001,0.948,0.946,0.946,0.965
PAN,Panama,27959,Overall Global Gender Gap Index,Index,0.6935,0.6954,0.7095,0.7024,0.7072,0.7042,0.7122,0.7164,0.7195,0.722,0.721,0.722,0.722,0.73,0.737
PAN,Panama,27961,Global Gender Gap Political Empowerment subindex,Index,0.1526,0.1526,0.1855,0.1522,0.1677,0.1679,0.1811,0.1811,0.192,0.214,0.214,0.222,0.222,0.222,0.252
PAN,Panama,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.6472,0.6551,0.6781,0.6831,0.6925,0.6797,0.6998,0.7136,0.7123,0.698,0.696,0.691,0.693,0.725,0.731
PAN,Panama,28161,Global Gender Gap Educational Attainment Subindex,Index,0.9951,0.9942,0.9948,0.9949,0.9934,0.9937,0.9927,0.9958,0.9942,0.9940000000000001,0.993,0.995,0.995,0.9940000000000001,0.9940000000000001
PAN,Panama,28163,Global Gender Gap Health and Survival Subindex,Index,0.9791,0.9796,0.9796,0.9796,0.9753,0.9753,0.9753,0.9753,0.9796,0.98,0.98,0.98,0.98,0.98,0.978
PER,Peru,27959,Overall Global Gender Gap Index,Index,0.6619,0.6624,0.6959,0.7024,0.6895,0.6796,0.6742,0.6787,0.7198,0.6829999999999999,0.687,0.7190000000000001,0.72,0.7140000000000001,0.721
PER,Peru,27961,Global Gender Gap Political Empowerment subindex,Index,0.1653,0.1653,0.2348,0.2246,0.1926,0.1622,0.1417,0.1417,0.2941,0.17300000000000001,0.19399999999999998,0.27699999999999997,0.282,0.247,0.31
PER,Peru,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.5305,0.5371,0.5961,0.635,0.6201,0.6109,0.6098,0.6278,0.6271,0.603,0.594,0.632,0.634,0.652,0.629
PER,Peru,28161,Global Gender Gap Educational Attainment Subindex,Index,0.9757,0.9757,0.9814,0.9785,0.9796,0.9796,0.9796,0.9796,0.9875,0.987,0.9890000000000001,0.988,0.988,0.981,0.981
PER,Peru,28163,Global Gender Gap Health and Survival Subindex,Index,0.9761,0.9714,0.9714,0.9714,0.9658,0.9658,0.9658,0.9658,0.9705,0.97,0.97,0.978,0.977,0.977,0.972
PHL,Philippines,27959,Overall Global Gender Gap Index,Index,0.7516,0.7629,0.7568,0.7579,0.7654,0.7685,0.7757,0.7832,0.7814,0.79,0.7859999999999999,0.79,0.799,0.7809999999999999,0.784
PHL,Philippines,27961,Global Gender Gap Political Empowerment subindex,Index,0.2695,0.2829,0.2741,0.2915,0.3212,0.3314,0.3515,0.376,0.3682,0.382,0.386,0.41600000000000004,0.41600000000000004,0.353,0.36200000000000004
PHL,Philippines,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.7573,0.7891,0.7734,0.7604,0.7611,0.7632,0.7719,0.7773,0.778,0.799,0.78,0.764,0.8009999999999999,0.792,0.795
PHL,Philippines,28161,Global Gender Gap Educational Attainment Subindex,Index,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9990000000000001,0.9990000000000001
PHL,Philippines,28163,Global Gender Gap Health and Survival Subindex,Index,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.98,0.98,0.9790000000000001,0.9790000000000001,0.9790000000000001,0.98
POL,Poland,27959,Overall Global Gender Gap Index,Index,0.6802,0.6756,0.6951,0.6998,0.7037,0.7038,0.7015,0.7031,0.7051,0.715,0.727,0.728,0.728,0.736,0.713
POL,Poland,27961,Global Gender Gap Political Empowerment subindex,Index,0.1067,0.1067,0.1784,0.1784,0.1843,0.1843,0.1786,0.1786,0.1609,0.213,0.23800000000000002,0.23,0.23,0.256,0.171
POL,Poland,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.6352,0.6167,0.6238,0.6426,0.6526,0.653,0.6503,0.6563,0.6808,0.667,0.69,0.7020000000000001,0.706,0.711,0.705
POL,Poland,28161,Global Gender Gap Educational Attainment Subindex,Index,0.9998,1.0,0.9989,0.9989,0.9992,0.9994,0.9981,0.9983,0.9995,1.0,1.0,1.0,0.998,0.996,0.996
POL,Poland,28163,Global Gender Gap Health and Survival Subindex,Index,0.9791,0.9791,0.9791,0.9791,0.9785,0.9785,0.9791,0.9791,0.9791,0.9790000000000001,0.9790000000000001,0.98,0.98,0.98,0.965
PRT,Portugal,27959,Overall Global Gender Gap Index,Index,0.6922,0.6959,0.7051,0.7013,0.7171,0.7144,0.7071,0.7056,0.7243,0.731,0.737,0.7340000000000001,0.732,0.7440000000000001,0.775
PRT,Portugal,27961,Global Gender Gap Political Empowerment subindex,Index,0.1379,0.1379,0.1613,0.1613,0.2328,0.2278,0.1834,0.1834,0.2124,0.244,0.268,0.24,0.24,0.278,0.39
PRT,Portugal,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.6691,0.6835,0.6958,0.6814,0.6723,0.6626,0.6788,0.6726,0.7192,0.7120000000000001,0.713,0.73,0.721,0.726,0.746
PRT,Portugal,28161,Global Gender Gap Educational Attainment Subindex,Index,0.9888,0.9893,0.9902,0.9895,0.9890000000000001,0.9932,0.9936,0.9940000000000001,0.9933,0.995,0.993,0.992,0.991,0.992,0.992
PRT,Portugal,28163,Global Gender Gap Health and Survival Subindex,Index,0.973,0.973,0.973,0.973,0.9742,0.9742,0.9724,0.9724,0.9724,0.973,0.973,0.977,0.978,0.978,0.978
PRY,Paraguay,27959,Overall Global Gender Gap Index,Index,0.6556,0.6659,0.6379,0.6868,0.6804,0.6818,0.6714,0.6724,0.6890000000000001,0.6659999999999999,0.6759999999999999,0.6779999999999999,0.672,0.6829999999999999,0.7020000000000001
PRY,Paraguay,27961,Global Gender Gap Political Empowerment subindex,Index,0.1444,0.1444,0.0921,0.1019,0.1129,0.1129,0.0633,0.0847,0.1371,0.075,0.075,0.094,0.1,0.122,0.16399999999999998
PRY,Paraguay,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.5542,0.594,0.4827,0.6688,0.6373,0.6436,0.6509999999999999,0.6363,0.6461,0.616,0.6559999999999999,0.652,0.623,0.6409999999999999,0.672
PRY,Paraguay,28161,Global Gender Gap Educational Attainment Subindex,Index,0.9441,0.9454,0.9974,0.997,0.9955,0.9948,0.9954,0.9928,0.9933,0.9940000000000001,0.995,0.9940000000000001,0.9940000000000001,0.998,0.998
PRY,Paraguay,28163,Global Gender Gap Health and Survival Subindex,Index,0.9796,0.9796,0.9796,0.9796,0.9758,0.9758,0.9758,0.9758,0.9796,0.98,0.98,0.971,0.972,0.972,0.98
ROU,Romania,27959,Overall Global Gender Gap Index,Index,0.6797,0.6859,0.6763,0.6805,0.6826,0.6812,0.6859,0.6908,0.6936,0.693,0.69,0.708,0.711,0.7240000000000001,0.7
ROU,Romania,27961,Global Gender Gap Political Empowerment subindex,Index,0.0744,0.0744,0.0321,0.0399,0.0562,0.0563,0.0885,0.09699999999999999,0.11900000000000001,0.09,0.09,0.159,0.162,0.19,0.1
ROU,Romania,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.6725,0.6974,0.7001,0.7121,0.7081,0.6943,0.6815,0.6928,0.6825,0.708,0.6990000000000001,0.698,0.705,0.728,0.723
ROU,Romania,28161,Global Gender Gap Educational Attainment Subindex,Index,0.9928,0.9928,0.9936,0.9911,0.9887,0.995,0.9943,0.9945,0.9939,0.9940000000000001,0.992,0.995,0.996,0.997,0.997
ROU,Romania,28163,Global Gender Gap Health and Survival Subindex,Index,0.9791,0.9791,0.9791,0.9791,0.9773,0.9791,0.9791,0.9791,0.9791,0.9790000000000001,0.9790000000000001,0.98,0.98,0.98,0.97
RUS,Russian Federation,27959,Overall Global Gender Gap Index,Index,0.677,0.6866,0.6994,0.6987,0.7036,0.7037,0.698,0.6983,0.6927,0.6940000000000001,0.691,0.696,0.701,0.706,0.708
RUS,Russian Federation,27961,Global Gender Gap Political Empowerment subindex,Index,0.0337,0.0337,0.0764,0.0764,0.0999,0.0999,0.0951,0.0951,0.0662,0.066,0.066,0.085,0.085,0.095,0.085
RUS,Russian Federation,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.6963,0.7346,0.7426,0.74,0.736,0.7373,0.7197,0.7204,0.7257,0.731,0.722,0.7240000000000001,0.741,0.7490000000000001,0.767
RUS,Russian Federation,28161,Global Gender Gap Educational Attainment Subindex,Index,0.9991,0.9991,0.9994,0.9992,0.9994,0.9985,0.998,0.9984,0.9998,1.0,0.997,0.997,1.0,1.0,1.0
RUS,Russian Federation,28163,Global Gender Gap Health and Survival Subindex,Index,0.9791,0.9791,0.9791,0.9791,0.9791,0.9791,0.9791,0.9791,0.9791,0.9790000000000001,0.9790000000000001,0.98,0.98,0.98,0.968
SAU,Saudi Arabia,27959,Overall Global Gender Gap Index,Index,0.5241,0.5647,0.5537,0.5651,0.5713,0.5753,0.5731,0.5879,0.6059,0.605,0.583,0.584,0.59,0.599,0.603
SAU,Saudi Arabia,27961,Global Gender Gap Political Empowerment subindex,Index,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0769,0.0768,0.077,0.077,0.077,0.077,0.077,0.077
SAU,Saudi Arabia,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.2401,0.321,0.2589,0.3096,0.3351,0.3576,0.3404,0.3223,0.3893,0.387,0.32799999999999996,0.32,0.337,0.375,0.39
SAU,Saudi Arabia,28161,Global Gender Gap Educational Attainment Subindex,Index,0.8797,0.9613,0.9795,0.9745,0.9739,0.9674,0.9757,0.9761,0.9868,0.988,0.961,0.975,0.982,0.983,0.98
SAU,Saudi Arabia,28163,Global Gender Gap Health and Survival Subindex,Index,0.9771,0.9765,0.9765,0.9765,0.9762,0.9762,0.9762,0.9762,0.9707,0.966,0.966,0.965,0.963,0.963,0.9620000000000001
SGP,Singapore,27959,Overall Global Gender Gap Index,Index,0.655,0.6609,0.6625,0.6664,0.6914,0.6914,0.6989,0.7,0.7046,0.711,0.7120000000000001,0.7020000000000001,0.7070000000000001,0.7240000000000001,0.727
SGP,Singapore,27961,Global Gender Gap Political Empowerment subindex,Index,0.0833,0.1005,0.1005,0.1005,0.1076,0.1014,0.0951,0.0989,0.1201,0.11900000000000001,0.111,0.11,0.113,0.159,0.20800000000000002
SGP,Singapore,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.6459,0.6546,0.6544,0.6707,0.7527,0.7585,0.7876,0.7883,0.7899,0.8140000000000001,0.7929999999999999,0.752,0.7609999999999999,0.782,0.7490000000000001
SGP,Singapore,28161,Global Gender Gap Educational Attainment Subindex,Index,0.9308,0.9308,0.9376,0.937,0.9375,0.9381,0.9409,0.9409,0.9413,0.945,0.975,0.977,0.988,0.99,0.99
SGP,Singapore,28163,Global Gender Gap Health and Survival Subindex,Index,0.9598,0.9575,0.9575,0.9575,0.9677,0.9677,0.9719,0.9719,0.9671,0.9670000000000001,0.9670000000000001,0.971,0.965,0.965,0.9690000000000001
SLV,El Salvador,27959,Overall Global Gender Gap Index,Index,0.6836,0.6853,0.6875,0.6939,0.6596,0.6567,0.6629999999999999,0.6609,0.6863,0.706,0.7020000000000001,0.705,0.69,0.706,0.738
SLV,El Salvador,27961,Global Gender Gap Political Empowerment subindex,Index,0.19699999999999998,0.19699999999999998,0.2194,0.23,0.1178,0.1176,0.1409,0.1409,0.1358,0.214,0.214,0.214,0.20600000000000002,0.262,0.34700000000000003
SLV,El Salvador,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.5701,0.5762,0.5632,0.5787,0.5534,0.5405,0.5427,0.5345,0.6415,0.639,0.623,0.634,0.5820000000000001,0.59,0.634
SLV,El Salvador,28161,Global Gender Gap Educational Attainment Subindex,Index,0.988,0.9884,0.988,0.9875,0.9876,0.9891,0.9889,0.9886,0.9884,0.991,0.991,0.992,0.992,0.992,0.992
SLV,El Salvador,28163,Global Gender Gap Health and Survival Subindex,Index,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.98,0.98,0.98,0.98,0.98,0.9640000000000001
SVK,Slovak Republic,27959,Overall Global Gender Gap Index,Index,0.6757,0.6797,0.6824,0.6845,0.6778,0.6797,0.6824,0.6857,0.6806,0.675,0.679,0.6940000000000001,0.693,0.718,0.7120000000000001
SVK,Slovak Republic,27961,Global Gender Gap Political Empowerment subindex,Index,0.0774,0.0774,0.1121,0.1121,0.0941,0.1059,0.122,0.1284,0.1061,0.087,0.09300000000000001,0.135,0.135,0.231,0.184
SVK,Slovak Republic,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.6504,0.6666,0.638,0.6464,0.6375,0.6335,0.6282,0.635,0.6431,0.638,0.648,0.662,0.657,0.6629999999999999,0.682
SVK,Slovak Republic,28161,Global Gender Gap Educational Attainment Subindex,Index,0.9952,0.9952,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SVK,Slovak Republic,28163,Global Gender Gap Health and Survival Subindex,Index,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.973,0.973,0.973,0.98,0.98,0.98,0.978
SVN,Slovenia,27959,Overall Global Gender Gap Index,Index,0.6745,0.6842,0.6937,0.6982,0.7047,0.7041,0.7132,0.7155,0.7443,0.784,0.7859999999999999,0.805,0.784,0.743,0.741
SVN,Slovenia,27961,Global Gender Gap Political Empowerment subindex,Index,0.0597,0.0597,0.096,0.1005,0.1229,0.1227,0.1677,0.1702,0.2214,0.385,0.385,0.44,0.361,0.196,0.184
SVN,Slovenia,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.6668,0.7049,0.7079,0.7211,0.7229,0.7205,0.7139,0.7189,0.7827,0.778,0.784,0.8009999999999999,0.795,0.797,0.8029999999999999
SVN,Slovenia,28161,Global Gender Gap Educational Attainment Subindex,Index,0.9987,0.9994,0.9979,0.998,0.9977,0.9977,0.9981,0.9999,0.9999,1.0,1.0,1.0,1.0,1.0,1.0
SVN,Slovenia,28163,Global Gender Gap Health and Survival Subindex,Index,0.973,0.973,0.973,0.973,0.9755,0.9755,0.973,0.973,0.973,0.973,0.973,0.98,0.98,0.98,0.9790000000000001
SWE,Sweden,27959,Overall Global Gender Gap Index,Index,0.8133,0.8146,0.8139,0.8139,0.8024,0.8044,0.8159,0.8129,0.8165,0.823,0.815,0.816,0.8220000000000001,0.82,0.823
SWE,Sweden,27961,Global Gender Gap Political Empowerment subindex,Index,0.5501,0.5252,0.4994,0.4994,0.4706,0.4557,0.4976,0.4976,0.5005,0.486,0.486,0.486,0.512,0.525,0.522
SWE,Sweden,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.7313,0.7613,0.7842,0.7851,0.7695,0.7933,0.7957,0.7829,0.7989,0.836,0.802,0.809,0.8079999999999999,0.79,0.81
SWE,Sweden,28161,Global Gender Gap Educational Attainment Subindex,Index,0.9986,0.9986,0.9987,0.9977,0.9964,0.9957,0.9969,0.9977,0.9974,0.996,0.9990000000000001,0.9990000000000001,0.998,0.996,0.996
SWE,Sweden,28163,Global Gender Gap Health and Survival Subindex,Index,0.9731,0.9735,0.9735,0.9735,0.9729,0.9729,0.9735,0.9735,0.9694,0.9740000000000001,0.9740000000000001,0.9690000000000001,0.9690000000000001,0.9690000000000001,0.977
TCD,Chad,27959,Overall Global Gender Gap Index,Index,0.5246,0.5381,0.529,0.5417,0.5329999999999999,0.5334,0.5594,0.5588,0.5764,0.58,0.5870000000000001,0.575,0.58,0.596,0.593
TCD,Chad,27961,Global Gender Gap Political Empowerment subindex,Index,0.0537,0.0537,0.0685,0.0685,0.0352,0.0638,0.0796,0.0883,0.0983,0.09300000000000001,0.09300000000000001,0.087,0.09699999999999999,0.141,0.11800000000000001
TCD,Chad,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.6011,0.6523,0.6028,0.6474,0.6265,0.593,0.6772,0.6547,0.6645,0.6659999999999999,0.667,0.667,0.677,0.682,0.693
TCD,Chad,28161,Global Gender Gap Educational Attainment Subindex,Index,0.4678,0.4699,0.4683,0.4743,0.5091,0.5158,0.5197,0.5311,0.5743,0.591,0.618,0.5720000000000001,0.575,0.589,0.589
TCD,Chad,28163,Global Gender Gap Health and Survival Subindex,Index,0.9764,0.9765,0.9765,0.9765,0.9612,0.9612,0.9612,0.9612,0.9683,0.968,0.968,0.9740000000000001,0.971,0.971,0.961
THA,Thailand,27959,Overall Global Gender Gap Index,Index,0.6832,0.6815,0.6917,0.6907,0.691,0.6892,0.6893,0.6928,0.7027,0.706,0.6990000000000001,0.6940000000000001,0.7020000000000001,0.708,0.71
THA,Thailand,27961,Global Gender Gap Political Empowerment subindex,Index,0.0581,0.0501,0.0685,0.0685,0.0829,0.0828,0.0898,0.0992,0.07,0.057,0.057,0.07200000000000001,0.07400000000000001,0.086,0.084
THA,Thailand,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.7221,0.7236,0.7283,0.7216,0.716,0.7090000000000001,0.6990000000000001,0.7035,0.7677,0.794,0.77,0.767,0.763,0.7759999999999999,0.787
THA,Thailand,28161,Global Gender Gap Educational Attainment Subindex,Index,0.9728,0.9728,0.9906,0.9933,0.9855,0.9855,0.9888,0.9888,0.9938,0.9940000000000001,0.99,0.958,0.991,0.991,0.992
THA,Thailand,28163,Global Gender Gap Health and Survival Subindex,Index,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.98,0.98,0.978,0.978,0.978,0.9590000000000001
TUR,Turkey,27959,Overall Global Gender Gap Index,Index,0.585,0.5768,0.5853,0.5828,0.5876,0.5954,0.6015,0.6081,0.6183,0.624,0.623,0.625,0.628,0.635,0.638
TUR,Turkey,27961,Global Gender Gap Political Empowerment subindex,Index,0.0516,0.0516,0.0675,0.0675,0.0769,0.0972,0.0868,0.0868,0.0877,0.10300000000000001,0.09,0.08800000000000001,0.10099999999999999,0.124,0.12300000000000001
TUR,Turkey,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.4344,0.4307,0.4123,0.4002,0.3856,0.3888,0.4139,0.4269,0.4532,0.45899999999999996,0.46399999999999997,0.47100000000000003,0.466,0.478,0.486
TUR,Turkey,28161,Global Gender Gap Educational Attainment Subindex,Index,0.8849,0.8536,0.8901,0.8923,0.9123,0.92,0.9296,0.9431,0.9527,0.9570000000000001,0.958,0.965,0.968,0.961,0.975
TUR,Turkey,28163,Global Gender Gap Health and Survival Subindex,Index,0.9691,0.9712,0.9712,0.9712,0.9755,0.9755,0.9755,0.9755,0.9796,0.98,0.98,0.977,0.976,0.976,0.9570000000000001
TZA,Tanzania,27959,Overall Global Gender Gap Index,Index,0.7038,0.6969,0.7068,0.6797,0.6829,0.6904,0.7091,0.6928,0.7182,0.718,0.716,0.7,0.7040000000000001,0.713,0.7070000000000001
TZA,Tanzania,27961,Global Gender Gap Political Empowerment subindex,Index,0.1803,0.1803,0.1998,0.1998,0.228,0.2653,0.2684,0.2684,0.3173,0.292,0.29600000000000004,0.239,0.245,0.254,0.235
TZA,Tanzania,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.8087,0.7796,0.7889,0.6824,0.6709999999999999,0.6571,0.6695,0.6635,0.7077,0.7090000000000001,0.674,0.674,0.6759999999999999,0.698,0.703
TZA,Tanzania,28161,Global Gender Gap Educational Attainment Subindex,Index,0.8594,0.8588,0.8698,0.8679,0.8716,0.8779,0.9373,0.8779,0.8746,0.894,0.914,0.91,0.9179999999999999,0.9209999999999999,0.9209999999999999
TZA,Tanzania,28163,Global Gender Gap Health and Survival Subindex,Index,0.9668,0.9688,0.9688,0.9688,0.9612,0.9612,0.9612,0.9612,0.9732,0.9790000000000001,0.9790000000000001,0.976,0.978,0.978,0.9670000000000001
UGA,Uganda,27959,Overall Global Gender Gap Index,Index,0.6797,0.6833,0.6981,0.7067,0.7169,0.722,0.7228,0.7086,0.6821,0.708,0.7040000000000001,0.721,0.7240000000000001,0.7170000000000001,0.7170000000000001
UGA,Uganda,27961,Global Gender Gap Political Empowerment subindex,Index,0.207,0.207,0.2333,0.2333,0.2586,0.2824,0.2839,0.2839,0.2837,0.271,0.26,0.305,0.305,0.309,0.29600000000000004
UGA,Uganda,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.6773,0.6763,0.6943,0.7256,0.7075,0.7088,0.7221,0.7285,0.6311,0.653,0.647,0.693,0.7,0.6629999999999999,0.6920000000000001
UGA,Uganda,28161,Global Gender Gap Educational Attainment Subindex,Index,0.8589,0.8742,0.889,0.892,0.9218,0.9173,0.9056,0.8425,0.8463,0.93,0.9279999999999999,0.9129999999999999,0.9129999999999999,0.914,0.898
UGA,Uganda,28163,Global Gender Gap Health and Survival Subindex,Index,0.9756,0.9758,0.9758,0.9758,0.9796,0.9796,0.9796,0.9796,0.9674,0.98,0.98,0.973,0.98,0.98,0.97
UKR,Ukraine,27959,Overall Global Gender Gap Index,Index,0.6797,0.679,0.6856,0.6896,0.6869,0.6861,0.6894,0.6935,0.7056,0.7020000000000001,0.7,0.705,0.708,0.721,0.7140000000000001
UKR,Ukraine,27961,Global Gender Gap Political Empowerment subindex,Index,0.0505,0.0505,0.0507,0.0602,0.0645,0.0648,0.0535,0.0587,0.1012,0.098,0.098,0.107,0.107,0.171,0.147
UKR,Ukraine,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.6909,0.7082,0.7139,0.72,0.7074,0.7037,0.7251,0.7426,0.7483,0.731,0.722,0.736,0.747,0.737,0.732
UKR,Ukraine,28161,Global Gender Gap Educational Attainment Subindex,Index,0.9978,0.9844,0.9985,0.9991,0.9996,0.9997,0.9997,0.9998,0.9998,1.0,1.0,1.0,1.0,1.0,1.0
UKR,Ukraine,28163,Global Gender Gap Health and Survival Subindex,Index,0.9796,0.973,0.9791,0.9791,0.9761,0.9761,0.9791,0.973,0.973,0.9790000000000001,0.9790000000000001,0.978,0.978,0.978,0.98
URY,Uruguay,27959,Overall Global Gender Gap Index,Index,0.655,0.6608,0.6907,0.6936,0.6897,0.6907,0.6745,0.6803,0.6871,0.679,0.6809999999999999,0.71,0.715,0.737,0.7020000000000001
URY,Uruguay,27961,Global Gender Gap Political Empowerment subindex,Index,0.0387,0.0387,0.1415,0.1415,0.1227,0.1229,0.0617,0.0617,0.08800000000000001,0.10099999999999999,0.10099999999999999,0.21600000000000003,0.21600000000000003,0.27399999999999997,0.14
URY,Uruguay,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.6108,0.6341,0.6422,0.6535,0.6566,0.6621,0.6602,0.6833,0.6841,0.639,0.643,0.645,0.664,0.696,0.69
URY,Uruguay,28161,Global Gender Gap Educational Attainment Subindex,Index,0.9908,0.9908,0.9995,1.0,1.0,0.9982,0.9967,0.9967,0.9968,0.997,0.9990000000000001,1.0,1.0,1.0,1.0
URY,Uruguay,28163,Global Gender Gap Health and Survival Subindex,Index,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.98,0.98,0.98,0.98,0.98,0.9740000000000001
USA,United States,27959,Overall Global Gender Gap Index,Index,0.7042,0.7002,0.7179,0.7173,0.7411,0.7412,0.7373,0.7392,0.7463,0.74,0.722,0.718,0.72,0.7240000000000001,0.763
USA,United States,27961,Global Gender Gap Political Empowerment subindex,Index,0.0968,0.1016,0.1398,0.1398,0.1861,0.1857,0.1557,0.1593,0.1847,0.162,0.162,0.124,0.125,0.16399999999999998,0.32899999999999996
USA,United States,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.7587,0.7383,0.7524,0.7501,0.7992,0.7999,0.8143,0.8185,0.8276,0.826,0.752,0.7759999999999999,0.782,0.7559999999999999,0.754
USA,United States,28161,Global Gender Gap Educational Attainment Subindex,Index,0.9816,0.9816,1.0,1.0,1.0,1.0,1.0,1.0,0.998,0.9990000000000001,1.0,1.0,0.998,1.0,1.0
USA,United States,28163,Global Gender Gap Health and Survival Subindex,Index,0.9796,0.9795,0.9795,0.9795,0.9792,0.9792,0.9792,0.9792,0.9747,0.975,0.975,0.973,0.976,0.976,0.97
